ID,Year,PP (Y), TC (X1) ,II (X2),ATB (X3),ML (Z)
170,2019,0.085120,0.122381,0.174939,0.050750,-0.023838
170,2020,0.099528,0.105254,0.185854,0.047236,-0.009053
170,2021,0.098476,0.099954,0.232283,0.044564,0.086122
171,2017,-0.000004,0.017002,0.392384,0.148243,0.479494
171,2018,-0.001440,0.203110,0.383421,0.106424,0.336319
171,2019,-0.000143,0.214726,0.550420,0.097780,0.237166
171,2020,-0.020696,0.705185,0.575153,0.072755,0.278519
171,2021,-0.015100,0.359781,0.768359,0.042553,0.725773
172,2017,-0.009511,0.078796,0.127072,0.023792,0.104214
172,2018,-0.011231,0.096930,0.105480,0.020333,-0.024818
172,2019,-0.005396,0.060147,0.115275,0.019947,0.132843
172,2020,0.055351,0.000576,0.093681,0.019249,0.032253
172,2021,0.060312,0.001980,0.106369,0.017866,0.082804
173,2017,0.011167,0.241238,0.292391,0.020191,-0.037226
173,2018,0.014555,0.316375,0.281865,0.016914,0.046098
173,2019,0.025461,0.318997,0.407118,0.013136,0.206714
173,2020,0.031507,0.513143,0.442636,0.010100,0.160289
173,2021,-0.079885,1.181894,0.509892,0.007408,0.064041
174,2017,-0.037911,0.148893,0.207765,0.053322,0.054767
174,2018,-0.165981,0.677463,0.172131,0.034419,0.081695
174,2019,0.030719,0.868423,0.132605,0.012540,0.038077
174,2020,0.002003,0.452478,0.126076,0.011867,0.000469
174,2021,-0.004271,0.301322,0.173044,0.011876,0.053496
175,2017,0.005610,0.103064,0.593709,0.000000,0.143797
175,2018,0.002447,0.125412,0.578843,0.000000,-0.006815
175,2019,-0.000934,0.132814,0.467943,0.001865,0.013438
175,2020,-0.002653,0.107666,0.405969,0.002203,0.020357
175,2021,-0.002462,0.173655,0.274490,0.001463,0.126158
176,2017,0.001046,0.222966,0.146959,0.136283,-0.000231
176,2018,0.006224,0.250218,0.201855,0.133339,0.028925
176,2019,-0.009549,0.097211,0.232546,0.128744,0.086116
176,2020,0.047526,0.086455,0.239956,0.135752,0.043434
176,2021,0.069560,0.016837,0.266188,0.121393,-0.002852
177,2017,-0.045026,0.031291,0.229952,0.000000,0.277084
177,2018,-0.359416,0.094584,0.207103,0.000164,0.070453
177,2019,-0.027942,0.135446,0.075617,0.000073,0.290666
177,2020,-0.067571,0.261156,0.073469,0.000051,-0.044294
177,2021,-0.024388,0.289908,0.089303,0.004951,0.114874
178,2017,0.110034,0.617900,0.319757,0.028984,0.005030
178,2018,0.073536,0.671441,0.314243,0.031441,-0.020576
178,2019,0.106600,0.799518,0.304745,0.049318,0.076409
178,2020,-0.148232,0.586523,0.346359,0.039357,0.075401
178,2021,-0.007484,0.759108,0.324837,0.041817,-0.028516
179,2017,-0.008304,0.037055,0.303566,0.015525,-0.025226
179,2018,-0.003976,0.061175,0.333104,0.012318,-0.037382
179,2019,-0.001845,0.093283,0.286809,0.013131,0.148212
179,2020,-0.000645,0.083169,0.305197,0.010748,0.078648
179,2021,-0.000884,0.093245,0.319333,0.009748,0.053347
180,2017,-0.332110,0.394839,0.510686,0.001098,0.135543
180,2018,-0.113652,0.438769,0.659836,0.000792,0.025231
180,2019,-0.026478,0.417433,0.671352,0.000511,-0.011598
180,2020,-0.021271,0.399598,0.731111,0.000312,-0.023257
180,2021,0.036924,0.359488,0.630603,0.000130,0.039923
181,2017,0.004792,0.003998,0.220609,0.146930,-0.019554
181,2018,0.009975,0.012223,0.294507,0.111936,0.115921
181,2019,-0.035378,0.025344,0.231893,0.100985,0.046454
181,2020,-0.011393,0.004844,0.132063,0.082718,-0.004661
181,2021,-0.002757,0.022324,0.113656,0.063100,0.058440
182,2017,0.016787,0.488857,0.201671,0.012841,0.004890
182,2018,-0.004980,0.543445,0.227264,0.010483,0.051753
182,2019,-0.000921,0.516570,0.142415,0.009255,0.004673
182,2020,-0.412862,0.493493,0.133916,0.007388,0.014991
182,2021,-0.020245,0.281073,0.138986,0.004886,0.041436
183,2017,-0.013887,0.087352,0.293498,0.003972,0.038968
183,2018,0.051105,0.072467,0.288364,0.002061,0.035410
183,2019,-0.025532,0.046628,0.321244,0.000959,-0.060665
183,2020,-0.084922,0.083844,0.195491,0.001295,-0.064947
183,2021,-0.009658,0.041229,0.080516,0.001511,-0.070390
184,2017,-0.022230,0.012872,0.360003,0.008625,0.307146
184,2018,-0.027544,0.025338,0.388587,0.006058,0.178390
184,2019,0.077199,0.032934,0.315820,0.004784,0.055752
184,2020,0.075905,0.031821,0.254421,0.004499,-0.061309
184,2021,0.025889,0.045864,0.277007,0.003332,0.074149
185,2017,0.063628,0.376339,0.135762,0.001007,0.029554
185,2018,-0.015562,0.313237,0.164065,0.001161,-0.007392
185,2019,-0.002068,0.367652,0.164650,0.001448,0.066338
185,2020,-0.010289,0.326672,0.144629,0.001163,-0.113887
185,2021,0.024684,0.124148,0.266663,0.000778,0.099106
186,2017,-0.002841,0.045371,0.121181,0.001560,-0.070321
186,2018,-0.001301,0.099791,0.139233,0.003744,0.013421
186,2019,-0.000562,0.088908,0.107866,0.003018,-0.053337
186,2020,-0.043422,0.046124,0.108722,0.001929,-0.044498
186,2021,-0.044699,0.037243,0.137079,0.001160,-0.007157
187,2017,-0.052343,0.001127,0.169943,0.005760,0.053700
187,2018,-0.002012,0.000114,0.173797,0.005849,-0.009005
187,2019,-0.043343,0.008178,0.170267,0.006808,0.140940
187,2020,-0.111990,0.004264,0.161477,0.006655,-0.083921
187,2021,-0.146458,0.012622,0.215162,0.005659,0.093765
188,2017,-0.002616,0.011649,0.177834,0.001706,-0.005579
188,2018,-0.001804,0.017556,0.262733,0.001557,0.140198
188,2019,-0.001710,0.033562,0.223500,0.002244,0.354631
188,2020,-0.000861,0.046066,0.180987,0.002745,-0.075335
188,2021,-0.000863,0.016056,0.235392,0.001927,0.071564
189,2017,-0.005652,0.079924,0.147106,0.000416,-0.118929
189,2018,-0.000295,0.053445,0.214571,0.000220,-0.071842
189,2019,-0.000218,0.081890,0.114077,0.000043,-0.143714
189,2020,-0.001491,0.113366,0.150910,0.000000,-0.186065
189,2021,-0.000289,0.094264,0.152620,0.000000,0.004611
190,2017,0.200000,0.002215,0.450410,0.001757,-0.218236
190,2018,0.200000,0.003220,0.375573,0.000770,0.303125
190,2019,0.167966,0.006097,0.366845,0.000483,0.433408
190,2020,-0.370624,0.076470,0.283565,0.000231,-0.109593
190,2021,-0.005464,0.080119,0.224869,0.000013,0.285209
191,2017,-0.049618,0.297122,0.059003,0.052571,-0.017031
191,2018,-0.123854,0.242799,0.062057,0.053223,-0.005867
191,2019,-0.092377,0.216529,0.064200,0.053812,0.093908
191,2020,0.001459,0.274188,0.068499,0.052997,0.031495
191,2021,-0.018990,0.239302,0.075889,0.046473,0.075483
192,2017,-0.006598,0.070111,0.387875,0.000000,-0.007634
192,2018,-0.006258,0.039459,0.389694,0.000000,-0.078026
192,2019,-0.023979,0.145981,0.259604,0.000000,-0.079588
192,2020,-0.005977,0.415488,0.297270,0.000000,0.063955
192,2021,-0.004310,0.093674,0.330901,0.000000,0.076761
193,2017,-0.003082,0.009716,0.090457,0.027996,-0.008711
193,2018,-0.013670,0.057290,0.503904,0.016608,0.846877
193,2019,-0.013987,0.167161,0.465331,0.017438,-0.005806
193,2020,-0.063315,0.169620,0.521392,0.018578,-0.129105
193,2021,-0.006131,0.180437,0.562112,0.004117,0.121658
194,2017,0.133513,0.150393,0.145896,0.079999,0.158980
194,2018,0.121031,0.180898,0.119794,0.066256,0.100743
194,2019,0.093450,0.148709,0.084779,0.059795,0.108371
194,2020,0.094175,0.109321,0.156277,0.054544,0.103565
194,2021,0.083490,0.110240,0.092078,0.047848,0.002853
195,2017,0.198321,0.461156,0.401185,0.002654,-0.120025
195,2018,0.200000,0.902351,0.401471,0.001498,0.571969
195,2019,0.200000,-20.986177,0.466725,0.001671,0.010004
195,2020,-0.213760,0.934630,0.241511,0.003374,-0.534196
195,2021,-0.084363,0.438639,0.102541,0.001798,0.983319
196,2017,-0.005514,0.039203,0.306819,0.000100,0.042710
196,2018,-0.009681,0.044914,0.286876,0.024299,0.026738
196,2019,-0.025475,0.023485,0.297984,0.014155,-0.028268
196,2020,-0.037223,0.061705,0.350341,0.001825,-0.041911
196,2021,-0.035270,0.026726,0.410186,0.002022,0.246394
197,2017,0.034369,0.176576,0.087486,0.000315,0.093475
197,2018,0.025945,0.030042,0.233027,0.000901,0.251472
197,2019,0.008328,0.119396,0.270816,0.000678,0.256378
197,2020,-0.006075,0.407847,0.333078,0.000449,0.114732
197,2021,-0.003892,0.349635,0.426867,0.002372,0.121324
198,2017,0.051041,0.119065,0.211621,0.014242,-0.012031
198,2018,-0.433486,0.234575,0.286526,0.012795,0.059343
198,2019,-0.643063,0.221083,0.217301,0.015635,-0.093479
198,2020,-0.048528,0.162999,0.113081,0.015861,-0.105250
198,2021,0.013748,0.084079,0.197816,0.013757,0.057637
199,2017,-0.000131,0.942057,0.192185,0.000641,0.102189
199,2018,-0.179511,0.397916,0.288164,0.000686,-0.077610
199,2019,-0.012232,0.694200,0.328124,0.000798,-0.173024
199,2020,-0.559970,0.611563,0.256023,0.000903,-0.178000
199,2021,-0.029006,0.363855,0.209257,0.000898,-0.209114
200,2017,0.002806,0.151398,0.117278,0.021090,0.159929
200,2018,0.035283,0.252532,0.114588,0.011288,0.083542
200,2019,0.021952,0.250437,0.152928,0.010260,0.038137
200,2020,0.088389,0.319365,0.110487,0.011078,-0.016591
200,2021,0.014700,0.240944,0.099644,0.011486,0.016699
201,2017,-0.004383,0.152909,0.220358,0.000000,0.139246
201,2018,-0.005140,0.192189,0.304497,0.000000,0.097908
201,2019,0.011572,0.237592,0.321328,0.049823,-0.029707
201,2020,-0.008862,0.180947,0.256075,0.045958,-0.058193
201,2021,-0.009215,0.195381,0.347343,0.041754,0.021094
202,2017,0.084288,0.090029,0.200148,0.009055,0.077079
202,2018,0.072769,0.177746,0.204142,0.007464,0.114276
202,2019,0.068077,0.160265,0.235868,0.017424,-0.103314
202,2020,0.054362,0.143327,0.165354,0.019662,-0.082413
202,2021,0.048875,0.100772,0.220802,0.001553,0.074442
203,2017,-0.002206,0.560432,0.426131,0.088661,-0.006569
203,2018,-0.003765,0.392342,0.438276,0.078602,0.006819
203,2019,0.082692,0.343284,0.461572,0.077049,0.143898
203,2020,0.040821,0.332298,0.476539,0.069024,-0.088184
203,2021,0.087682,0.350893,0.507352,0.046003,0.395136
204,2017,0.000000,0.000755,0.367897,0.183067,1.335086
204,2018,0.000000,0.013217,0.507154,0.139657,0.286449
204,2019,0.000000,0.019171,0.373476,0.113811,0.140838
204,2020,0.001286,0.015686,0.203429,0.110596,-0.172564
204,2021,0.000000,0.009668,0.250083,0.080921,0.160477
205,2017,0.144138,0.094424,0.029757,0.002566,-0.084540
205,2018,0.133249,0.074323,0.089083,0.003516,-0.033954
205,2019,0.123633,0.053602,0.127905,0.005225,-0.017001
205,2020,0.124515,0.023335,0.095685,0.006401,-0.081771
205,2021,0.133473,0.006552,0.199066,0.003517,-0.049234
206,2017,-0.003992,0.009263,0.571609,0.000000,0.100186
206,2018,-0.009178,0.016962,0.510718,0.000000,-0.037856
206,2019,-0.134161,0.025966,0.538261,0.000000,0.151177
206,2020,-0.009975,0.025382,0.487107,0.000442,0.013272
206,2021,-0.000858,0.024937,0.489530,0.000504,-0.208475
207,2017,-0.019158,0.006829,0.236511,0.001332,0.347564
207,2018,-0.001973,0.025643,0.279462,0.000885,0.233952
207,2019,-0.002515,0.000616,0.173488,0.000503,0.095778
207,2020,-0.002663,0.037649,0.130408,0.000203,0.112118
207,2021,-0.001728,0.189707,0.233370,0.000100,0.100017
208,2017,-0.023356,0.114667,0.352486,0.038789,0.103088
208,2018,0.000169,0.144278,0.293086,0.100208,0.050210
208,2019,-0.013633,0.195897,0.296887,0.089564,0.018099
208,2020,-0.015952,0.214316,0.287729,0.089897,-0.019202
208,2021,-0.018445,0.178662,0.271663,0.084343,-0.013482
209,2017,-0.017552,0.219690,0.281384,0.000000,0.112650
209,2018,-0.022355,0.301960,0.243126,0.000000,0.150379
209,2019,-0.401985,0.605834,0.285289,0.000000,0.033173
209,2020,-0.050895,0.550814,0.330515,0.000000,-0.028389
209,2021,-0.005300,0.159591,0.430050,0.000000,0.058645
210,2017,0.062896,0.210204,0.044174,0.006154,0.030307
210,2018,0.048082,0.280148,0.028388,0.005758,0.029660
210,2019,-0.037818,0.406138,0.016734,0.005237,0.067176
210,2020,-0.010575,0.458703,0.051137,0.004846,0.020451
210,2021,-0.029574,0.244394,0.045962,0.004603,0.027306
211,2017,0.083016,0.265556,0.191557,0.000000,0.014077
211,2018,0.076219,0.262287,0.184053,0.005391,0.757808
211,2019,0.017078,0.173349,0.171333,0.005112,0.119214
211,2020,0.007420,0.185486,0.138847,0.020446,0.104532
211,2021,0.020260,0.238681,0.176839,0.018386,0.071874
212,2017,0.020518,0.104768,0.107724,0.000000,0.038912
212,2018,0.150000,0.369994,0.102803,0.000000,0.054437
212,2019,0.094883,0.333127,0.194134,0.000000,0.306454
212,2020,0.059925,0.156879,0.119499,0.000000,-0.038216
212,2021,-0.010350,0.174463,0.382144,0.000000,0.103937
213,2017,0.071196,0.036475,0.092756,0.001365,-0.006370
213,2018,0.031386,0.052801,0.166885,0.001413,0.162456
213,2019,0.031878,0.084399,0.141642,0.001260,0.074262
213,2020,0.003566,0.084081,0.143080,0.013421,0.223233
213,2021,0.014256,0.182327,0.187634,0.012237,0.038812
214,2017,0.151764,0.051249,0.207317,0.016211,0.165503
214,2018,0.142543,0.052094,0.222811,0.014192,0.080367
214,2019,0.072645,0.068576,0.203242,0.013021,-0.011568
214,2020,0.112220,0.058958,0.202386,0.010009,0.097593
214,2021,0.087009,0.101947,0.210874,0.000000,0.153660
215,2017,0.122946,0.300881,0.404704,0.065711,0.288234
215,2018,0.086181,0.301097,0.393227,0.063540,0.116529
215,2019,0.062202,0.360541,0.354627,0.056875,0.062499
215,2020,0.085006,0.393190,0.305842,0.050248,-0.043961
215,2021,0.094050,0.464081,0.380183,0.046178,0.103012
216,2017,-0.010243,0.130214,0.219837,0.000000,0.014191
216,2018,-0.012903,0.221830,0.268408,0.000120,0.060514
216,2019,-0.603880,0.595306,0.289623,0.000073,0.008430
216,2020,-0.284833,0.305631,0.327643,0.000031,-0.322811
216,2021,-0.014424,0.105446,0.425501,0.000100,0.085897
217,2017,-0.001534,0.141968,0.061602,0.000000,0.071619
217,2018,-0.016985,0.143059,0.087408,0.000000,-0.026831
217,2019,0.075237,0.128491,0.080647,0.000000,0.020027
217,2020,0.180004,0.190028,0.095720,0.000000,-0.121977
217,2021,-0.208130,0.143547,0.049742,0.000000,0.008879
218,2017,0.015978,0.127285,0.100704,0.004243,-0.104958
218,2018,0.013014,0.052902,0.102589,0.008025,-0.001156
218,2019,-0.001982,0.049999,0.133092,0.007579,0.013637
218,2020,0.153125,0.054452,0.098331,0.007081,0.027920
218,2021,0.004434,0.044873,0.110056,0.006590,0.078972
219,2017,0.010677,0.171657,0.413793,0.013761,0.320289
219,2018,-0.026799,0.355970,0.310847,0.014717,0.024137
219,2019,-0.017928,0.346155,0.264001,0.014005,-0.165708
219,2020,0.038164,0.176895,0.311090,0.012399,-0.024374
219,2021,0.077532,0.056569,0.463937,0.008237,0.195482
220,2017,-0.018337,0.013961,0.084450,0.000000,0.264048
220,2018,-0.001393,0.025756,0.093979,0.000000,0.435752
220,2019,-0.002596,0.023189,0.087529,0.000000,-0.002471
220,2020,-0.002456,0.030018,0.118414,0.000000,0.502816
220,2021,-0.001431,0.007567,0.212465,0.000000,-0.034792
221,2017,-0.005430,0.564658,0.475353,0.000000,0.087483
221,2018,-0.126414,0.796345,0.508370,0.000000,0.016409
221,2019,-0.020727,0.748928,0.594465,0.000000,0.021961
221,2020,-0.011260,0.663917,0.602848,0.000000,0.056435
221,2021,-0.025504,0.479470,0.636824,0.000000,0.001129
222,2017,0.058588,0.250214,0.418668,0.001034,0.196567
222,2018,0.011886,0.282750,0.366392,0.000790,-0.007058
222,2019,-0.053508,0.295190,0.395947,0.000527,0.062974
222,2020,-0.206010,0.444441,0.345599,0.000367,-0.009094
222,2021,-0.313288,0.464214,0.383654,0.000209,0.045234
223,2017,-0.032760,0.346921,0.415324,0.015936,-0.068746
223,2018,-0.011416,0.244701,0.359551,0.015629,0.004801
223,2019,-0.151575,0.377727,0.375223,0.016651,0.026943
223,2020,-0.041092,0.324696,0.396166,0.017667,-0.027702
223,2021,-0.007262,0.149430,0.378606,0.072580,-0.071734
224,2017,0.101493,0.171567,0.428294,0.006387,0.122252
224,2018,0.098400,0.261929,0.514080,0.016796,0.083919
224,2019,0.091802,0.195954,0.358880,0.018347,-0.189904
224,2020,0.083744,0.103302,0.339043,0.015297,0.051560
224,2021,0.046817,0.056770,0.466764,0.016038,0.168066
225,2017,-0.246646,0.265406,0.029179,0.001254,-0.086748
225,2018,0.013048,0.147191,0.032603,0.001290,-0.038661
225,2019,0.015471,0.145710,0.040501,0.022787,0.082457
225,2020,-0.046464,0.179104,0.029306,0.012178,0.056116
225,2021,-0.014856,0.150086,0.018246,0.008700,0.045642
226,2017,-0.032911,0.225758,0.298115,0.000000,-0.047383
226,2018,0.003527,0.386005,0.307620,0.000879,0.345363
226,2019,-0.079428,0.263691,0.353322,0.000725,0.057007
226,2020,0.047934,0.207394,0.340755,0.000835,-0.293345
226,2021,-0.002541,0.269863,0.522707,0.000304,0.732607
227,2017,-0.004551,0.031411,0.530150,0.000000,0.121870
227,2018,-0.007129,0.054189,0.551743,0.000000,0.342017
227,2019,-0.001223,0.058815,0.600086,0.000000,-0.009766
227,2020,-0.006495,0.020469,0.278286,0.000000,-0.304547
227,2021,-0.002577,0.018541,0.745919,0.000516,0.592842
228,2017,-0.006686,0.024810,0.323019,0.000000,0.056320
228,2018,-0.000421,0.118868,0.587651,0.000000,0.584951
228,2019,-0.003572,0.207651,0.518564,0.000000,-0.113286
228,2020,0.002622,0.130408,0.367431,0.000000,-0.542679
228,2021,-0.000537,0.086741,0.610654,0.000000,0.932581
229,2017,-0.079180,0.303787,0.127452,0.001038,0.217202
229,2018,-0.066308,0.365738,0.128419,0.000847,-0.296642
229,2019,-0.145769,0.452004,0.102309,0.000830,0.026770
229,2020,0.144066,0.419944,0.089248,0.000877,-0.011954
229,2021,-0.080562,0.400526,0.112016,0.000778,0.062652
230,2017,-0.004799,0.018538,0.230023,0.001178,0.082473
230,2018,-0.001713,0.023392,0.268659,0.000968,0.200067
230,2019,-0.011549,0.014364,0.214056,0.000726,-0.053127
230,2020,-0.002044,0.006420,0.226056,0.000584,0.090144
230,2021,-0.007021,0.011738,0.232303,0.000566,-0.003064
231,2017,0.200000,0.754035,0.027443,0.000000,0.166083
231,2018,0.038445,0.351410,0.021696,0.000000,0.029158
231,2019,0.120685,0.530925,0.027601,0.000000,0.127080
231,2020,0.077162,0.283722,0.136983,0.025064,0.252395
231,2021,0.052320,0.154281,0.116929,0.137089,0.049162
232,2017,-0.015872,0.068805,0.117610,0.000000,0.288237
232,2018,-0.003946,0.319080,0.103371,0.000000,0.092822
232,2019,-0.014557,0.385710,0.068857,0.000000,0.052044
232,2020,0.073837,0.352024,0.081245,0.000557,0.033429
232,2021,0.194688,0.369883,0.080501,0.000470,-0.006272
233,2017,-0.031441,0.019281,0.101775,0.000000,-0.335517
233,2018,-0.022751,0.068982,0.131370,0.000000,-0.031675
233,2019,-0.001482,0.001845,0.268336,0.000000,0.263433
233,2020,-0.022689,0.001179,0.107908,0.000746,-0.146344
233,2021,-0.000052,0.002105,0.226021,0.003594,0.128244
234,2017,0.095683,0.117772,0.003341,0.005226,0.028900
234,2018,0.133576,0.081978,0.000760,0.004367,-0.021526
234,2019,0.128111,0.062450,0.002271,0.002741,0.059284
234,2020,0.137913,0.044277,0.001012,0.001277,-0.010909
234,2021,0.124469,0.017613,0.000958,0.000420,-0.046063
235,2017,0.051044,0.019764,0.044933,0.000000,-0.004706
235,2018,0.034310,0.014775,0.045206,0.000000,-0.061516
235,2019,0.063837,0.019676,0.025032,0.003016,0.092211
235,2020,0.054839,0.047885,0.027216,0.000000,0.028918
235,2021,0.041435,0.040449,0.055599,0.000000,0.044186
236,2017,-0.032901,0.179396,0.168962,0.015034,-0.044566
236,2018,-0.020007,0.162812,0.123294,0.015786,-0.135653
236,2019,-0.015905,0.131545,0.120381,0.058476,0.044555
236,2020,0.005575,0.025825,0.177678,0.055809,-0.221406
236,2021,-0.143289,0.126650,0.254293,0.055301,0.020414
237,2017,-0.021690,0.283427,0.193611,0.000000,0.076207
237,2018,-0.019086,0.315797,0.120935,0.001207,-0.101590
237,2019,-0.092498,0.239365,0.159742,0.000886,0.129926
237,2020,-0.012586,0.214291,0.213297,0.000568,-0.025253
237,2021,-0.121321,0.292495,0.269983,0.000315,-0.075738
238,2017,-0.045627,0.002121,0.115010,0.001090,-0.239900
238,2018,-0.004290,0.000050,0.036278,0.000000,-0.058736
238,2019,-0.003881,0.000004,0.022585,0.000000,0.112023
238,2020,-0.013191,0.000011,0.030054,0.000000,0.097712
238,2021,-0.039987,-3.055355,0.016858,0.000000,0.080256
239,2017,-0.007191,0.010314,0.152852,0.029772,-0.063097
239,2018,-0.010483,0.052606,0.240618,0.043765,0.119092
239,2019,-0.036173,0.056028,0.409190,0.059727,0.061483
239,2020,0.007045,0.028678,0.357428,0.062885,-0.038893
239,2021,0.036855,0.007925,0.200898,0.069327,-0.202635
240,2017,0.028898,0.104761,0.312103,0.000032,0.044696
240,2018,0.000720,0.105361,0.310466,0.013271,-0.021819
240,2019,0.001476,0.086129,0.314268,0.009934,0.051338
240,2020,0.001464,0.097655,0.327399,0.007919,-0.025067
240,2021,-0.018537,0.108865,0.381369,0.006239,0.011524
241,2017,-0.003250,0.200153,0.242029,0.000082,0.002641
241,2018,-1.284747,0.382747,0.291225,0.000021,0.008471
241,2019,-0.099814,0.268173,0.348510,0.000000,0.189526
241,2020,0.024941,0.331768,0.352087,0.000000,-0.006667
241,2021,-0.044295,0.321544,0.341854,0.000000,-0.014204
242,2017,-0.039469,0.164735,0.379656,0.000000,0.156173
242,2018,-0.022749,0.219259,0.435311,0.000000,0.116364
242,2019,-0.101105,0.203859,0.449354,0.000000,0.101562
242,2020,-0.032396,0.242035,0.433828,0.000000,-0.061037
242,2021,-0.009352,0.186262,0.395795,0.000000,-0.039944
243,2017,-0.000110,0.101506,0.227547,0.000000,0.113246
243,2018,-0.009345,0.188229,0.129706,0.000489,0.087391
243,2019,-0.131878,0.502430,0.125632,0.000000,0.001116
243,2020,0.021147,0.313067,0.147007,0.000000,0.034413
243,2021,-0.213349,0.409047,0.183401,0.000000,0.027683
244,2017,-0.088128,0.388057,0.186806,0.028166,0.042409
244,2018,-0.355824,0.708758,0.312986,0.026814,0.141861
244,2019,-0.102744,0.523367,0.202601,0.028633,-0.030629
244,2020,-0.017955,0.617926,0.204682,0.025473,0.082514
244,2021,-0.057483,0.648423,0.234902,0.011464,0.195970
245,2017,-0.007054,0.012739,0.315865,0.006447,-0.049952
245,2018,-0.017441,0.014407,0.318093,0.005659,-0.077707
245,2019,-0.094261,0.177860,0.311350,0.010206,-0.016051
245,2020,-0.041298,0.075386,0.367471,0.010053,-0.153558
245,2021,-0.072501,0.031508,0.339429,0.019321,-0.148613
246,2017,-0.744012,0.380442,0.154851,0.004375,-0.031559
246,2018,-0.009574,0.317809,0.124775,0.004575,0.043322
246,2019,-0.006803,0.338395,0.123569,0.004804,0.017960
246,2020,0.055211,0.206539,0.135264,0.005016,0.009675
246,2021,-0.080455,0.165398,0.153918,0.004941,0.036328
247,2017,-0.537165,0.146732,0.151804,0.000419,-0.009114
247,2018,0.021802,0.114845,0.152694,0.000326,-0.068287
247,2019,0.033079,0.125679,0.178816,0.000534,0.070218
247,2020,-0.046312,0.102835,0.201278,0.000673,0.002657
247,2021,-0.069711,0.072317,0.140865,0.001851,-0.108298
248,2017,-0.023364,0.175050,0.270625,0.068664,0.002593
248,2018,-0.002134,0.184811,0.319025,0.062676,0.073649
248,2019,-0.032686,0.251095,0.262856,0.059012,0.013035
248,2020,-0.006762,0.275372,0.271491,0.067488,-0.105461
248,2021,-0.412259,0.386101,0.459098,0.058241,0.248543
249,2017,0.145663,0.301980,0.306564,0.180752,-0.179381
249,2018,0.034872,0.226297,0.539926,0.135406,0.390793
249,2019,-0.187726,0.248171,0.580628,0.126828,0.001889
249,2020,0.094680,0.143408,0.324248,0.122628,-0.246391
249,2021,-0.002652,-0.617298,0.165704,0.066162,0.506953
250,2017,-0.004738,0.018684,0.150953,0.000000,-0.100578
250,2018,-0.003252,0.016817,0.224607,0.000000,0.078670
250,2019,-0.003278,0.018964,0.226617,0.000000,0.080864
250,2020,-0.002585,0.008172,0.215726,0.000000,-0.022105
250,2021,-0.001028,0.023800,0.249727,0.000000,0.120434
251,2017,0.054235,0.344011,0.149519,0.019965,0.018069
251,2018,0.107211,0.143562,0.229094,0.022858,0.012708
251,2019,0.160372,0.142497,0.301391,0.021947,0.165514
251,2020,0.073072,0.188882,0.285023,0.020958,0.021098
251,2021,0.128928,0.074455,0.297269,0.018460,0.082002
252,2017,0.048377,0.389430,0.343124,0.043571,-0.045961
252,2018,0.048792,0.349973,0.289376,0.041765,-0.049806
252,2019,-0.007948,0.388397,0.381882,0.035201,0.107718
252,2020,-0.007145,0.531655,0.362332,0.029472,0.046850
252,2021,-0.000140,0.397850,0.316733,0.026896,-0.034425
253,2017,-0.000260,0.001083,0.187586,0.037072,-0.079145
253,2018,-0.000350,0.001803,0.181894,0.032667,0.158857
253,2019,-0.000337,0.006109,0.142943,0.031359,0.106848
253,2020,-0.000523,0.012603,0.170014,0.031944,0.154576
253,2021,-0.000410,0.013095,0.214885,0.028120,0.007654
254,2017,0.108942,0.024932,0.141190,0.034766,0.166730
254,2018,0.170503,0.048403,0.178013,0.029988,0.074334
254,2019,0.159458,0.061657,0.172385,0.030226,-0.016406
254,2020,0.150199,0.059875,0.178819,0.032481,-0.002058
254,2021,0.154919,0.020799,0.225773,0.000022,0.048135
255,2017,0.132288,0.532958,0.417681,0.000000,-0.068987
255,2018,0.118124,0.367614,0.456426,0.001518,-0.050057
255,2019,0.060156,0.357940,0.490791,0.001354,0.076850
255,2020,0.161571,0.318226,0.593215,0.001235,0.072141
255,2021,0.152103,0.560960,0.655009,0.001030,0.064353
256,2017,0.008833,0.001204,0.076284,0.000000,0.005730
256,2018,0.008123,0.003476,0.083446,0.000000,0.003425
256,2019,0.009971,0.001773,0.120564,0.000000,0.020282
256,2020,-0.029841,0.003407,0.106609,0.000000,-0.044532
256,2021,0.017147,0.002580,0.137279,0.000000,0.020334
257,2017,-0.002874,0.005440,0.307317,0.000291,0.033647
257,2018,-0.000860,0.005940,0.348225,0.000255,0.066621
257,2019,0.009209,0.015830,0.316210,0.000210,0.054075
257,2020,-0.000320,0.021575,0.286694,0.000180,-0.028380
257,2021,0.058854,0.006042,0.350167,0.000133,0.188072
258,2017,-0.003960,0.105406,0.389589,0.000000,0.002679
258,2018,0.109364,0.072304,0.505195,0.000000,0.116287
258,2019,-0.015347,0.053216,0.469995,0.000000,-0.001555
258,2020,0.002877,0.038808,0.429777,0.000000,0.002624
258,2021,-0.052177,0.125769,0.435069,0.000000,-0.060977
259,2017,0.114323,0.038346,0.256623,0.145018,0.119647
259,2018,0.126970,0.035803,0.284844,0.150368,-0.065963
259,2019,0.095798,0.052260,0.226281,0.151021,-0.072530
259,2020,0.087103,0.043412,0.229698,0.132633,0.005554
259,2021,0.120753,0.035315,0.201661,0.092712,0.120781
260,2017,-0.030292,0.179477,0.332936,0.000000,-0.005478
260,2018,-0.005503,0.237213,0.302082,0.000000,0.060273
