ID,Year,PP (Y), TC (X1) ,II (X2),ATB (X3),ML (Z)
73,2017,0.012715,0.040562,0.064390,0.052990,-0.056534
73,2018,0.020684,0.087534,0.053651,0.048377,0.080162
73,2019,-0.288664,0.176944,0.065303,0.045288,0.020370
73,2020,-0.021461,0.081482,0.048310,0.014288,-0.052151
73,2021,0.014113,0.083953,0.042927,0.012662,0.005201
74,2017,-0.023272,0.047834,0.333455,0.000000,-0.014859
74,2018,0.041534,0.057747,0.408095,0.000000,0.100539
74,2019,-0.030812,0.080476,0.376618,0.000000,0.005566
74,2020,0.033339,0.067646,0.314360,0.004890,-0.064570
74,2021,0.021135,0.010105,0.244488,0.003288,-0.071518
75,2017,-0.237110,0.281406,0.273527,0.098314,-0.205110
75,2018,-0.184419,0.149887,0.308387,0.138739,-0.058396
75,2019,-0.068785,0.153473,0.294584,0.115675,0.009254
75,2020,-0.097955,0.079721,0.311343,0.093956,0.041208
75,2021,-0.092907,0.061584,0.315839,0.074482,-0.017589
76,2017,0.211617,0.102411,0.181726,0.228574,0.080280
76,2018,0.142410,0.180890,0.156264,0.218978,-0.054290
76,2019,0.205876,0.091338,0.103843,0.156151,0.019543
76,2020,0.217665,0.086978,0.128185,0.159033,0.015927
76,2021,0.098330,0.031592,0.207252,0.164348,0.082555
77,2017,0.193657,0.116038,0.137765,0.066998,-0.044836
77,2018,0.067747,0.151899,0.128953,0.069536,0.004656
77,2019,0.173526,0.208823,0.123917,0.105955,0.021984
77,2020,-0.015884,0.449199,0.108968,0.089728,-0.057151
77,2021,-0.102177,0.100150,0.091667,0.077375,0.002281
78,2017,-0.000032,0.004181,0.189497,0.000000,-0.127864
78,2018,-0.001235,0.004073,0.239966,0.000000,0.045910
78,2019,-0.002677,0.006032,0.380604,0.000000,0.167993
78,2020,-0.001306,0.002521,0.183416,0.000000,-0.195894
78,2021,-0.001444,0.002699,0.178802,0.000000,-0.048236
79,2017,0.067265,0.053877,0.040251,0.000185,0.041355
79,2018,0.064345,0.084231,0.037240,0.000092,0.069266
79,2019,0.091343,0.069187,0.038095,0.000064,0.072726
79,2020,0.130667,0.059462,0.038523,0.000122,0.062604
79,2021,0.107941,0.027551,0.048591,0.000081,0.100510
80,2017,-0.021020,0.023743,0.087204,0.017511,0.010106
80,2018,-0.088188,0.031735,0.114929,0.018075,0.011724
80,2019,0.022774,0.029716,0.100268,0.016826,0.028093
80,2020,-0.036934,0.023569,0.081891,0.016878,0.002405
80,2021,0.062936,0.014889,0.096716,0.018992,0.108325
81,2017,-0.103828,0.059588,0.208448,0.000000,0.170949
81,2018,-0.021431,0.048815,0.225920,0.000000,-0.043392
81,2019,-0.043640,0.057975,0.203745,0.000000,0.023307
81,2020,-0.041162,0.053554,0.159625,0.000000,0.045576
81,2021,-0.716560,0.192055,0.116295,0.091162,0.412751
82,2017,-0.000404,0.040508,0.186310,0.000789,-0.007419
82,2018,-0.001271,0.020367,0.205725,0.000304,0.001148
82,2019,-0.004706,0.032788,0.218309,0.000000,0.053979
82,2020,0.013291,0.029165,0.271145,0.000000,0.127091
82,2021,-0.003988,0.036518,0.255228,0.000000,0.057867
83,2017,-0.239692,0.033590,0.025478,0.000000,0.021398
83,2018,0.198817,0.007833,0.019464,0.000000,-0.000595
83,2019,0.080272,0.006053,0.018764,0.000036,0.123034
83,2020,0.088994,0.005577,0.013396,0.000034,0.021584
83,2021,0.092421,0.001954,0.016237,0.000000,0.039767
84,2017,-0.074429,0.224427,0.060724,0.550105,-0.024419
84,2018,0.015609,0.221847,0.065970,0.537835,-0.019015
84,2019,0.104549,0.233902,0.067585,0.532901,-0.009251
84,2020,0.052580,0.270406,0.059354,0.491817,-0.019911
84,2021,0.093970,0.270524,0.064298,0.487164,-0.015322
85,2017,0.022521,0.010755,0.093605,0.003045,0.028804
85,2018,0.020254,0.008935,0.080602,0.002281,-0.004238
85,2019,-0.008288,0.013416,0.073914,0.001638,-0.092541
85,2020,-0.013538,0.063762,0.081794,0.001976,0.359013
85,2021,-0.050641,0.038920,0.052212,0.001689,-0.263849
86,2017,0.006023,0.002084,0.631555,0.038071,0.242610
86,2018,0.006620,0.007022,0.649552,0.037904,0.101617
86,2019,0.007780,0.008945,0.659855,0.041232,-0.089610
86,2020,0.158792,0.038254,0.376512,0.012441,-0.246132
86,2021,0.125049,0.047433,0.266932,0.006501,-0.151605
87,2017,-10.201378,0.214255,0.183415,0.003721,0.001121
87,2018,0.029856,0.183492,0.169748,0.003556,-0.025382
87,2019,-0.044333,0.202516,0.077800,0.003246,0.020812
87,2020,0.076999,0.137334,0.083716,0.003166,-0.018209
87,2021,-0.097942,0.091371,0.082116,0.003177,-0.012182
88,2017,0.016385,0.221195,0.546518,0.076887,0.117673
88,2018,0.010789,0.272554,0.510712,0.075835,-0.024979
88,2019,-0.073812,0.430742,0.403623,0.069939,-0.111628
88,2020,0.028960,0.279378,0.387564,0.075904,-0.071654
88,2021,-0.000615,0.159668,0.657743,0.059897,0.199054
89,2017,-0.002865,0.127658,0.136270,0.091103,-0.079664
89,2018,0.006932,0.133830,0.201742,0.092051,0.119601
89,2019,-0.001239,0.139045,0.159261,0.006701,-0.157673
89,2020,-0.004031,0.136287,0.131166,0.003723,-0.128706
89,2021,-0.000686,0.235514,0.218070,0.003289,0.093524
90,2017,-0.006450,0.029758,0.490517,0.000000,0.136487
