ID	Year	PP(Y)	TC(X1)	II(X2)	ATB(X3)	ML(Z)
144	2021	0,023668644	0,007008654	0,053831225	0,032375808	0,088001373
145	2017	0,019314749	0,002501973	0,063625117	0,029546718	0,074413515
145	2018	0,003026765	0,012070678	0,06923407	0,027499326	0,054709447
145	2019	0,003875802	0,012596659	0,07621992	0,02516561	0,082178413
145	2020	0,00808986	0,012747998	0,087936038	0,023211996	0,091730887
145	2021	0,001885728	0,009721446	0,100827996	0,017301876	0,081700657
146	2017	0,007857059	0,010825364	0,113438874	0,014450734	0,078167314
146	2018	0,013910189	0,015000242	0,123169793	0,01057095	0,09196407
146	2019	0,014698188	0,023378029	0,139434743	0,007801105	0,09512686
146	2020	0,014849012	0,03243839	0,139820301	0,004706957	0,097333675
146	2021	0,016154129	0,03409399	0,130674924	0,004760943	0,108682661
147	2017	0,014614907	0,024812761	0,139701209	0,004760943	0,124402673
147	2018	0,016355046	0,024432556	0,132708951	0,004760943	0,117619763
147	2019	0,011595497	0,024595862	0,128054543	0,004983463	0,12673716
147	2020	0,034166238	0,024739055	0,124297302	0,005405004	0,113650155
147	2021	0,027221923	0,021953267	0,116575655	0,003433975	0,105620572
148	2017	0,022858327	0,027313411	0,122759453	0,003168083	0,106088204
148	2018	0,02414729	0,01774592	0,10897701	0,002747069	0,099218615
148	2019	0,017738521	0,006860619	0,117293274	0,002796716	0,083979759
148	2020	0,019276724	-0,002682469	0,133305174	0,003297045	0,087614794
148	2021	0,022311188	-0,002629556	0,127962262	0,003771778	0,076976129
149	2017	0,024089286	-0,002716448	0,122390213	0,003771778	0,075535077
149	2018	0,023164893	-0,003271978	0,121940595	0,003549258	0,064598489
149	2019	0,009266291	-0,00286708	0,111032309	0,003127717	0,075158934
149	2020	0,023726718	-0,00251677	0,104150294	0,008538431	0,071339799
149	2021	0,030153965	-0,013216847	0,090405415	0,017972548	0,053870269
150	2017	0,032273136	-0,013512946	0,0886728	0,017379883	0,050598216
150	2018	0,030619713	-0,014099695	0,08114717	0,017294436	0,052868908
150	2019	0,037923922	-0,014824092	0,063788404	0,017209476	0,039658606
150	2020	0,036235187	-0,015389081	0,054303466	0,017243899	0,037594381
150	2021	0,041624001	-0,004544624	0,057058831	0,017835022	0,018107408
151	2017	0,053370752	0,005648499	0,059288184	0,017835022	0,029644237
151	2018	0,046810727	0,005160498	0,057954712	0,017835022	0,024193991
151	2019	0,036059753	0,017470449	0,057843294	0,012211741	0,032665345
151	2020	0,035578742	0,028749958	0,063881366	0,002036318	0,038518873
151	2021	0,030995598	0,023074093	0,065818008	0,002001702	0,041754359
152	2017	0,034864357	0,030279732	0,065869711	0,001569634	0,031903196
152	2018	0,029750408	0,034605292	0,067076773	0,001100279	0,031086862
152	2019	0,033499975	0,041977997	0,065321931	0,000591124	0,032412323
152	2020	0,026982296	0,03168285	0,059699322	-1,31068E-17	0,035914764
152	2021	0,016596246	0,022066253	0,0478894	-1,31068E-17	0,021326354
153	2017	0,015540351	0,022358404	0,052346435	0,005523266	0,021492324
153	2018	0,007267254	0,009646923	0,052584065	0,009778423	0,018000063
153	2019	-0,001851564	-0,002041681	0,045997297	0,013547892	0,021765232
153	2020	0,001911635	0,003549103	0,05017949	0,01701781	0,010065133
153	2021	0,000893903	-0,003538138	0,055998847	0,019726586	0,02602731
154	2017	0,00040588	-0,006872394	0,065326459	0,019820488	0,027364144
154	2018	-0,001855588	-0,004229704	0,066321956	0,01989353	0,038933261
154	2019	-0,005432541	-0,004228886	0,067611776	0,019947092	0,045194111
154	2020	-0,006965357	0,003689795	0,077035751	0,020436406	0,052152523
154	2021	-0,007942346	0,013977307	0,085310091	0,015128527	0,05711964
155	2017	0,021153532	0,014371232	0,093882804	0,01087337	0,056408459
155	2018	0,025889087	0,014253775	0,101433672	0,007103901	0,056484912
155	2019	0,024541359	0,014136984	0,09618501	0,003633983	0,068043899
155	2020	0,024843697	0,014781054	0,089600128	0,000945602	0,062260252
155	2021	0,021785605	0,014512492	0,081769061	0,000867566	0,064849371
156	2017	0,025103034	0,004972034	0,090954321	0,003864854	0,04121637
156	2018	0,0347253	0,004363445	0,106239515	0,006865135	0,041943116
156	2019	0,031739735	-0,004087978	0,109548442	0,009405228	0,029263732
156	2020	0,038835903	-0,014694677	0,111405598	0,011484973	0,022632037
156	2021	0,01885093	-0,015093407	0,117603046	0,013191506	0,023223272
157	2017	0,022019065	-0,015115033	0,124749336	0,014205924	0,02946976
157	2018	0,026751441	-0,015104217	0,133249068	0,015269247	0,031469942
157	2019	0,025084473	-0,015372923	0,148250419	0,016126912	0,023299859
157	2020	0,029635559	-0,015697816	0,16246191	0,016946371	0,018044407
157	2021	0,029597959	-0,015710288	0,166316855	0,014499295	0,037778272
158	2017	0,020713189	-0,011293177	0,1662429	0,015111615	0,027452257
158	2018	0,022130396	-0,006925728	0,156341258	0,014931051	0,039873839
158	2019	0,015386414	-0,001213156	0,142715443	0,0242345	0,053406476
158	2020	0,016047316	-0,001030555	0,143325496	0,028592097	0,053642594
158	2021	0,013039244	-0,000930343	0,129324958	0,02836301	0,042739854
159	2017	0,008840066	-0,000598066	0,135909599	0,029241912	0,035537649
159	2018	0,00861698	-0,000587318	0,132193548	0,03058298	0,052167508
159	2019	0,003172217	-0,006293798	0,127166889	0,03235719	0,065119399
159	2020	-0,00037599	-0,014108532	0,121278044	0,03434094	0,060343576
159	2021	0,002339399	-0,023772552	0,106880457	0,033104129	0,065510193
160	2017	0,0019953	-0,027596951	0,106574026	0,030255287	0,07347913
160	2018	0,003610626	-0,03312533	0,106671097	0,018656705	0,067976444
160	2019	0,013185698	-0,033000353	0,100670922	0,012592576	0,063915664
160	2020	0,017654181	-0,03330412	0,111257319	0,011807244	0,056217641
160	2021	0,014479238	-0,033959011	0,113857216	0,009865019	0,060317626
161	2017	0,016476968	-0,033923096	0,111567964	0,008061397	0,045043022
161	2018	0,016208172	-0,027819389	0,108069397	0,005530911	0,02860567
161	2019	0,023278724	-0,019882124	0,101078434	0,002992736	0,031330007
161	2020	0,030224632	-0,014875568	0,116029005	0,000619731	0,038841321
161	2021	0,030357971	-0,015182837	0,129716419	0,000666907	0,027733593
162	2017	0,030215105	-0,015038819	0,140605209	0,000822811	0,027763987
162	2018	0,019091407	-0,015086093	0,146925162	0,001013026	0,042717661
162	2019	0,009826111	-0,014934325	0,151050671	0,001151509	0,062236099
162	2020	0,009863257	-0,01457899	0,135947761	0,00126466	0,080216913
162	2021	0,009560065	-0,011925997	0,125290385	0,000962548	0,087010894
163	2017	0,014203018	-0,001737693	0,130264862	0,000937459	0,092442423
163	2018	0,009175532	0,009964582	0,136391036	0,000915095	0,077756844
163	2019	0,002384814	0,010565663	0,13092352	0,000889457	0,074485855
163	2020	0,005164483	0,010728481	0,130211462	0,000862957	0,083433549
163	2021	0,0049937	0,010606153	0,119497092	0,000714308	0,099892187
164	2017	0,00915906	0,01030602	0,110428473	0,001203046	0,089543841
164	2018	0,012761527	0,01033246	0,101964082	0,001556074	0,074211813
164	2019	0,016719581	0,010231884	0,110235489	0,001850409	0,059497862
164	2020	0,018376955	0,007848793	0,124466042	0,002126636	0,049233683
164	2021	0,017928424	-0,002328591	0,126790351	0,002425892	0,053583614
165	2017	0,017069065	-0,013608848	0,132284942	0,002396006	0,066786958
165	2018	0,016458662	-0,013997396	0,133678621	0,002366305	0,080297725
165	2019	0,012204825	-0,014162857	0,130886011	0,002519124	0,082467501
165	2020	0,008455043	-0,014305511	0,140012571	0,002700042	0,055148302
165	2021	0,002357234	-0,006621021	0,143305453	0,002091792	0,063273722
166	2017	0,002810262	-0,004677461	0,151214492	0,001600281	0,067701831
166	2018	0,016063647	-0,004555982	0,139370697	0,001192795	0,080628389
166	2019	0,011188347	-0,004516105	0,135936884	0,003152603	0,096079748
166	2020	0,007115644	-0,00473695	0,128561999	0,004971226	0,082380655
166	2021	0,006523181	-0,005463048	0,132906597	0,006455816	0,092861917
167	2017	0,008774395	-0,005299277	0,125663846	0,017151754	0,080881488
167	2018	0,012197854	-0,005526927	0,116917806	0,023192548	0,070565849
167	2019	0,012150978	-0,005570363	0,110126774	0,030879178	0,081040127
167	2020	0,015231907	-0,013281584	0,101463948	0,038347683	0,06854584
167	2021	0,016322195	-0,015177227	0,091817648	0,055447311	0,068494289
168	2017	0,008578531	-0,009699117	0,09359018	0,055453075	0,052347038
168	2018	0,017898955	-0,002150894	0,084389722	0,053104655	0,063881325
168	2019	0,023117944	-0,001713854	0,077013752	0,050947648	0,077446741
168	2020	0,038151295	0,008121336	0,061961155	0,049459931	0,074126882
168	2021	0,035660302	0,012600051	0,058808623	0,038778163	0,081301818
169	2017	0,0337042	0,02082453	0,057730824	0,032563875	0,075323616
169	2018	0,036609314	0,029744531	0,066498723	0,024689072	0,077626513
169	2019	0,034497816	0,035558118	0,07653589	0,017149863	0,08099978
169	2020	0,031854969	0,042396594	0,078655165	5,02353E-05	0,07636922
169	2021	0,024682646	0,042924615	0,08886301	0,000213165	0,075186005
170	2017	0,018867078	0,035469156	0,088518534	0,006784805	0,059818309
170	2018	0,018376893	0,035224578	0,095990957	0,012991816	0,062002309
170	2019	0,004971365	0,025923103	0,094851658	0,018617289	0,062077564
170	2020	0,005927965	0,021898512	0,094336572	0,023850609	0,047677338
170	2021	0,009191134	0,026727828	0,10364115	0,028802129	0,057656699
171	2017	0,00869765	0,021440509	0,108557826	0,045273593	0,06931898
171	2018	0,008244595	0,015714856	0,112127388	0,05709853	0,079546451
171	2019	0,008907073	0,008870591	0,116814929	0,067962943	0,084319101
171	2020	0,007078852	0,002774347	0,120800548	0,075878102	0,087273023
171	2021	0,003941165	0,002622377	0,135392751	0,074033596	0,08564816
172	2017	0,000692101	0,01275636	0,127698235	0,070455314	0,086306717
172	2018	-0,002235858	0,024886095	0,126926472	0,067075599	0,086415608
172	2019	-0,005005116	0,032738544	0,126142265	0,064043401	0,102181805
172	2020	-0,000907925	0,021696539	0,121853118	0,061230689	0,096196355
172	2021	0,005793809	0,020027388	0,104992292	0,046744296	0,085453018
173	2017	0,0071946	0,019985024	0,105988959	0,037162817	0,066170231
173	2018	0,008827695	0,020316524	0,109482848	0,028177723	0,066434777
173	2019	0,013956197	0,020673771	0,095362637	0,021553481	0,065636945
173	2020	0,019134772	0,020170035	0,08109491	0,01794756	0,078529335
173	2021	0,02906769	0,009393933	0,088559947	0,016127126	0,074065728
174	2017	0,03675017	-0,00303038	0,096028548	0,01979255	0,064060025
174	2018	0,034394326	-0,011466076	0,096660279	0,021400631	0,058376914
174	2019	0,031657543	-0,013282133	0,092096305	0,020655107	0,059024131
174	2020	0,025178868	-0,015116002	0,092315272	0,019988637	0,049875847
174	2021	0,023463582	-0,014738318	0,076194492	0,019064695	0,059956062
175	2017	0,022469777	-0,014531948	0,077510446	0,017185377	0,070811554
175	2018	0,019912688	-0,014570972	0,092040625	0,015725766	0,065535273
175	2019	0,016308204	-0,014143185	0,092068744	0,014810748	0,049218436
175	2020	0,007137257	-0,013318434	0,085198433	0,014232373	0,044364581
175	2021	0,000429179	-0,013593567	0,09261229	0,008470243	0,052296895
176	2017	0,003500748	-0,013533014	0,0923326	0,019788411	0,043193981
176	2018	0,000779003	-0,013503432	0,097804782	0,033210517	0,042177092
176	2019	-0,000504648	-0,001088372	0,107797923	0,046196751	0,051693362
176	2020	0,005250566	0,0098525	0,118092588	0,059960737	0,050575304
176	2021	0,012356086	0,012868483	0,115034773	0,073448887	0,034281021
177	2017	0,013753817	0,01773868	0,109602513	0,073448887	0,04033919
177	2018	0,010680415	0,029723689	0,116094038	0,073259874	0,046674173
177	2019	0,007870572	0,029415025	0,119155957	0,073023198	0,049864159
177	2020	0,000636189	0,029609904	0,107931374	0,072866346	0,030925102
177	2021	-0,002189835	0,029535524	0,112887732	0,058273871	0,043714562
178	2017	0,009344649	0,029571432	0,114876882	0,046678967	0,041059485
178	2018	0,01857634	0,017024192	0,112843247	0,035867565	0,04711057
178	2019	0,025140121	0,005695954	0,108930846	0,026263792	0,050774469
178	2020	0,014653105	0,001840102	0,106727579	0,017148588	0,059469157
178	2021	0,01215192	-0,003354308	0,106159184	0,021794972	0,070670037
179	2017	0,014406359	-0,009746378	0,105766113	0,023501819	0,078978159
179	2018	0,017069266	-0,001444176	0,112153559	0,024862411	0,069372736
179	2019	0,024372185	0,010655232	0,124746953	0,026315718	0,090762338
179	2020	0,027010304	0,021662846	0,126512887	0,026959808	0,086737282
179	2021	0,014686082	0,033709986	0,126465761	0,024822479	0,092105914
180	2017	0,003368648	0,034017321	0,126070486	0,021451073	0,091546771
180	2018	-0,010849753	0,034140857	0,13065258	0,016059398	0,085860354
180	2019	-0,011033603	0,034550958	0,130738849	0,011743225	0,076193827
180	2020	-0,012565498	0,034824639	0,136102654	0,007131454	0,075609463
180	2021	-0,007540106	0,029307975	0,140490962	0,005420848	0,063909198
181	2017	-0,006565936	0,022955005	0,139102686	0,020377736	0,065890119
181	2018	-0,005252641	0,013948354	0,139957965	0,031356164	0,062302204
181	2019	0,000972101	0,007523285	0,142924228	0,041382571	0,058725067
181	2020	-0,000195568	-0,002299131	0,135449794	0,049490313	0,052279666
181	2021	0,002644866	0,001619978	0,127747565	0,056379355	0,04371268
182	2017	0,006883987	0,001564325	0,122823885	0,057718062	0,041452576
182	2018	0,009272642	0,001202089	0,120615977	0,058826091	0,04849154
182	2019	0,011533816	0,000738787	0,106297127	0,059819811	0,033093268
182	2020	0,008685133	0,000478783	0,096392173	0,060626303	0,030323039
182	2021	0,005903252	-0,001722243	0,089545064	0,044843685	0,037099677
183	2017	0,003251979	0,006625421	0,089432907	0,032847662	0,028549303
183	2018	0,002777218	0,011861294	0,095707446	0,021856138	0,027322168
183	2019	0,001206232	0,016503965	0,10339429	0,012771758	0,021099572
183	2020	-0,000145364	0,023339542	0,104303569	0,005904541	0,007389832
183	2021	-0,003083701	0,029574881	0,101953089	0,004645646	0,018390382
184	2017	-0,005000355	0,032942285	0,105590738	0,004439212	0,035656352
184	2018	-0,007958518	0,037664932	0,121629181	0,004083996	0,054958258
184	2019	-0,000634898	0,042983653	0,128507417	0,003794646	0,05948727
184	2020	0,010048485	0,04827604	0,139111312	0,003751616	0,080584272
184	2021	0,01446796	0,043666251	0,137278986	0,003680446	0,084493252
185	2017	0,01585949	0,034196244	0,122545403	0,003563322	0,083842538
185	2018	0,016967193	0,027667363	0,114230073	0,003585856	0,087342848
185	2019	0,018395409	0,016942884	0,113887392	0,003602865	0,101930091
185	2020	0,01832535	0,010998862	0,109881465	0,003564262	0,106096048
185	2021	0,023538028	0,008189196	0,110621477	0,002692305	0,094091623
186	2017	0,026282817	0,010415103	0,094347106	0,002192481	0,085738732
186	2018	0,017560576	0,017843719	0,088059638	0,002076907	0,081035285
186	2019	0,009064242	0,024186793	0,07543364	0,001912367	0,050519043
186	2020	0,007679018	0,024215644	0,060307598	0,001756521	0,044889168
186	2021	0,002242468	0,029771925	0,060453994	0,001773476	0,038748671
187	2017	0,010898612	0,03124524	0,060519301	0,00228442	0,047955581
187	2018	0,010904763	0,032666426	0,060620929	0,002773446	0,039584111
187	2019	0,013530476	0,034938047	0,060905804	0,003400649	0,039534277
187	2020	0,008432339	0,036791211	0,047515213	0,004053664	0,023642296
187	2021	0,006009589	0,033152421	0,055631167	0,004509122	0,022592417
188	2017	0,00586348	0,023358885	0,054359032	0,004282715	0,020481272
188	2018	0,005725496	0,015430812	0,067908645	0,004120346	0,040874097
188	2019	0,004044232	0,01403509	0,077089524	0,004155285	0,035547112
188	2020	0,002315344	0,015015418	0,076091707	0,004331413	0,055442527
188	2021	-0,004707542	0,016674143	0,085913651	0,003905568	0,057427368
189	2017	-0,005111983	0,025541906	0,085617085	0,003301949	0,074193826
189	2018	-0,006627338	0,030571598	0,093122046	0,002569954	0,07169183
189	2019	-0,00429608	0,039196698	0,092595387	0,001835266	0,092613245
189	2020	-0,001723278	0,036534614	0,084809749	0,001206513	0,098706763
189	2021	-0,001464629	0,045714059	0,084529596	0,001016921	0,099838995
190	2017	0,020958009	0,044009533	0,071837485	0,001039099	0,079614375
190	2018	0,04337021	0,040638156	0,077623347	0,000875355	0,104901928
190	2019	0,062128758	0,036197152	0,090817366	0,000624015	0,087837269
190	2020	0,059035078	0,042909875	0,096169971	0,000435561	0,095547849
190	2021	0,059056012	0,042931485	0,105076501	0,000390777	0,085173182
191	2017	0,061268663	0,035218561	0,098902188	0,006207542	0,070122837
191	2018	0,058805582	0,024405497	0,101196567	0,012116499	0,053429677
191	2019	0,058833671	0,023980085	0,103319769	0,018095622	0,047352069
191	2020	0,059027843	0,011757179	0,105901659	0,023984135	0,050339156
191	2021	0,034695629	0,009800729	0,108944393	0,028952628	0,063373172
192	2017	0,011740262	0,017233076	0,110311303	0,028867087	0,038204994
192	2018	-0,007617992	0,020939922	0,112850127	0,028813416	0,058259824
192	2019	-0,007092783	0,01082119	0,110187735	0,028787722	0,06436232
192	2020	-0,00714985	0,00034637	0,118232265	0,028786236	0,066077165
192	2021	-0,009808611	0,012529227	0,126220931	0,022945001	0,076498482
193	2017	-0,007663765	0,015322979	0,129376486	0,020141988	0,076182456
193	2018	-0,009045161	0,023373561	0,13378811	0,016008157	0,071022543
193	2019	-0,010761373	0,023265312	0,131583029	0,012057238	0,066878033
193	2020	-0,015686349	0,023090986	0,13663892	0,008957839	0,074370019
193	2021	-0,015634371	0,013296016	0,133776389	0,009415272	0,090486306
194	2017	-0,000104297	0,007240679	0,117653646	0,018304045	0,075899694
194	2018	0,003785707	0,006852711	0,104584282	0,025665878	0,06532872
194	2019	0,00594428	0,006773149	0,092085286	0,032309794	0,070263941
194	2020	0,007998213	-0,0048498	0,082610527	0,038370275	0,073242107
194	2021	0,009839568	-0,007154222	0,082790588	0,040576048	0,074527063
195	2017	0,033394172	-0,015143279	0,076580303	0,039025652	0,085030816
195	2018	0,057170496	-0,014621879	0,076509347	0,037254498	0,089808884
195	2019	0,086427687	-0,019721858	0,06842885	0,035375901	0,075041538
195	2020	0,088372854	-0,019088811	0,066139874	0,035293351	0,078006435
195	2021	0,071942215	-0,019016261	0,065658154	0,026604354	0,092933029
196	2017	0,070103891	-0,012650394	0,072862506	0,019253681	0,086484905
196	2018	0,067533751	-0,006007638	0,084206568	0,015309697	0,077414482
196	2019	0,063128214	-0,002183504	0,101135078	0,010821949	0,082381564
196	2020	0,067987366	0,005897526	0,107608825	0,005708252	0,077407777
196	2021	0,052092849	0,010490617	0,107618825	0,005638049	0,066589645
197	2017	0,033689403	0,009864606	0,112004542	0,005506662	0,07284279
197	2018	0,014349956	0,020187214	0,121377868	0,005421084	0,076747554
197	2019	0,014011287	0,020232403	0,124633925	0,005121586	0,065335982
197	2020	0,014932132	0,020266617	0,134947726	0,004971727	0,057715221
197	2021	0,015112416	0,014522245	0,12844218	0,005224117	0,066450178
198	2017	0,02185931	0,008208867	0,120080542	0,004106641	0,0621425
198	2018	0,026173032	0,003894321	0,103018555	0,003955568	0,052261869
198	2019	0,021404539	-0,004651909	0,099347347	0,005490065	0,065082967
198	2020	0,017322094	-0,009432598	0,098592483	0,007027678	0,075736931
198	2021	0,015030892	0,001871419	0,094403093	0,008521172	0,071754925
199	2017	0,012133561	-0,002846612	0,085091017	0,008492342	0,078092912
199	2018	0,008102553	-0,002962119	0,087018605	0,008493198	0,092589167
199	2019	0,007418435	-0,003169178	0,086468088	0,008531922	0,096208058
199	2020	0,009584146	-0,00346021	0,098440818	0,008368715	0,09914978
199	2021	0,000690063	-0,003541544	0,098178127	0,006886031	0,095940897
200	2017	-0,000481287	-0,003518665	0,097878277	0,007807737	0,094894938
200	2018	0,001849508	-0,003553609	0,089451415	0,007324656	0,096013085
200	2019	0,002229935	-0,003465212	0,089894158	0,006702344	0,084636583
200	2020	0,00274563	-0,014162121	0,088923831	0,006404708	0,076388956
200	2021	0,004393497	-0,014494218	0,094526614	0,00760968	0,066890043
201	2017	0,007012154	-0,01475108	0,086992617	0,007533438	0,062794739
201	2018	0,007800242	-0,015115179	0,084367458	0,007444798	0,057306453
201	2019	0,007352672	-0,0151441	0,080512453	0,012880289	0,057518339
201	2020	0,009590898	-0,015750338	0,085714529	0,017886968	0,056709255
201	2021	0,008255131	-0,016239039	0,097449535	0,020182941	0,053505425
202	2017	0,005922269	-0,00451077	0,103970547	0,019934869	0,05278724
202	2018	0,011568514	-0,004763019	0,11050936	0,019624195	0,061247223
202	2019	0,017089328	-0,005188892	0,12104483	0,020329313	0,078683102
202	2020	0,021496238	-0,005069251	0,115143921	0,021237702	0,072115113
202	2021	0,027413804	-0,004489945	0,115193175	0,021410211	0,064914579
203	2017	0,027739713	-0,004310549	0,108944737	0,031261413	0,053306051
203	2018	0,026035647	-0,004038049	0,100839689	0,034459159	0,037429559
203	2019	0,028430586	-0,003408955	0,088899721	0,037913724	0,058773035
203	2020	0,033990188	-0,002607269	0,077946671	0,040943678	0,051075451
203	2021	0,034367303	-0,014000385	0,07874714	0,045049026	0,061970728
204	2017	0,026281909	-0,011941535	0,085831014	0,064560452	0,064282891
204	2018	0,018717825	-0,008692243	0,082640632	0,07814191	0,054095497
204	2019	0,012677604	-0,004969628	0,096745125	0,088602999	0,074456693
204	2020	0,007389979	-0,002107004	0,094814852	0,100718911	0,082547229
204	2021	0,00763514	0,000923256	0,106128342	0,099858885	0,101107841
205	2017	0,00962437	0,012850755	0,104058854	0,091410392	0,095401318
205	2018	0,023019599	0,022490296	0,108555255	0,083239997	0,07563996
205	2019	0,019998767	0,029815244	0,107891375	0,076151226	0,079104662
205	2020	0,019646916	0,03379787	0,106595067	0,07175096	0,055003823
205	2021	0,034477198	0,034441998	0,093485022	0,051800937	0,034523797
206	2017	0,034033697	0,034002646	0,100646614	0,036283449	0,040250568
206	2018	0,033013974	0,033757241	0,093673551	0,023637734	0,020395732
206	2019	0,030269268	0,034899393	0,097543765	0,011349313	0,008609112
206	2020	0,029160943	0,036645364	0,086298027	0,002407264	-0,007747004
206	2021	0,027494709	0,028924593	0,088424463	0,002178208	-0,0073367
207	2017	0,0105606	0,021425213	0,093694208	0,001935636	0,012831928
207	2018	0,008826558	0,018318679	0,108879938	0,001453457	0,019542671
207	2019	0,006934344	0,015794404	0,10350921	0,000798208	0,034825906
207	2020	-0,008191785	0,019249638	0,103564921	0,00043	0,052753905
207	2021	-0,007940253	0,016112561	0,099316185	0,000441164	0,052735119
208	2017	-0,009515611	0,012953789	0,103957044	0,004751014	0,068395545
208	2018	-0,006895005	0,008465607	0,110048726	0,015885185	0,069399254
208	2019	-0,007301457	0,003468779	0,126494903	0,025787654	0,069935678
208	2020	-0,008978583	-0,000984586	0,141920827	0,035720149	0,07234078
208	2021	-0,008899376	-0,003728451	0,145826593	0,044943554	0,054446803
209	2017	-0,010630346	-0,00826619	0,146040182	0,044845211	0,062141825
209	2018	-0,012834757	-0,009670171	0,156682129	0,044789277	0,055986455
209	2019	-0,01140574	-0,015526574	0,171668929	0,044766761	0,047214853
209	2020	-0,00444761	-0,015364063	0,171351662	0,044755598	0,052589573
209	2021	-0,002441428	-0,015863217	0,159775497	0,040445748	0,047651449
210	2017	0,004528223	-0,01593813	0,143229723	0,029995392	0,04544001
210	2018	0,011385457	-0,015517218	0,124507645	0,020683522	0,046724527
210	2019	0,019582158	-0,015397021	0,105508272	0,011276929	0,056321997
210	2020	0,020456526	-0,01503267	0,092116461	0,002443897	0,060092401
210	2021	0,019120744	-0,01506012	0,077069478	0,002955372	0,050298528
211	2017	0,023050808	-0,015464115	0,066628303	0,002955372	0,047376033
211	2018	0,030386457	-0,015526841	0,051418983	0,003554363	0,048643246
211	2019	0,02551786	-0,015507592	0,042154369	0,004122344	0,045401585
211	2020	0,026931155	-0,01579531	0,043326231	0,00639417	0,050500093
211	2021	0,02219382	-0,015826951	0,043716198	0,007753211	0,055118583
212	2017	0,019131177	-0,015235319	0,045092248	0,007113485	0,056146612
212	2018	0,027151402	-0,015084048	0,047708474	0,006531551	0,054731178
212	2019	0,029980071	-0,014833409	0,047517008	0,005993129	0,07539808
212	2020	0,039924421	-0,014860517	0,047071277	0,005481655	0,06842902
212	2021	0,037328149	-0,015059492	0,061847711	0,005481655	0,07841344
213	2017	0,036770034	-0,009270793	0,066775542	0,005034327	0,072752571
213	2018	0,038359775	-0,001477964	0,066726126	0,004623339	0,077557254
213	2019	0,041077423	0,009960692	0,065094672	0,002491492	0,074193981
213	2020	0,039222562	0,021012675	0,064719563	0,001939847	0,070910609
213	2021	0,038526753	0,020150902	0,06560745	0,00329954	0,070899423
214	2017	0,038722729	0,027256381	0,073056002	0,005100807	0,083240159
214	2018	0,038462756	0,034414723	0,081211307	0,006677642	0,069230579
214	2019	0,039876076	0,043777359	0,088021492	0,008124367	0,072191461
214	2020	0,053495037	0,05226668	0,079159502	0,009236491	0,071486556
214	2021	0,04747425	0,047081113	0,081172688	0,009084828	0,077045436
215	2017	0,045425348	0,039880072	0,081323635	0,016229103	0,064419539
215	2018	0,043681225	0,029167818	0,097886208	0,023149154	0,069115871
215	2019	0,050196273	0,01842488	0,110143855	0,02797742	0,071357641
215	2020	0,050279587	0,019013863	0,11648593	0,032200849	0,062160694
215	2021	0,037200228	0,011692732	0,124582144	0,035530419	0,055217153
216	2017	0,034668441	0,004457711	0,12425167	0,033953584	0,047864172
216	2018	0,025163118	-0,004852745	0,131492434	0,03252022	0,055873311
216	2019	0,013848419	-0,013398369	0,141185433	0,03141624	0,045966325
216	2020	0,014012199	-0,013605217	0,143048572	0,031419715	0,036417297
216	2021	0,010971144	-0,013442529	0,14307168	0,024129519	0,040536629
217	2017	0,009002762	-0,013685394	0,128446597	0,017069489	0,035546638
217	2018	0,000204195	-0,013874337	0,120977806	0,010750011	0,044916864
217	2019	0,006896596	-0,013865134	0,118178333	0,005166889	0,052026647
217	2020	0,006447096	-0,014349798	0,108793529	3,60521E-05	0,056380669
217	2021	0,008786687	-0,014497947	0,101005194	3,60521E-05	0,055790468
218	2017	0,011995604	-0,014221304	0,086745414	0,00049409	0,064677311
218	2018	0,012287362	-0,006348553	0,070149433	0,001377615	0,063612204
218	2019	0,010013468	0,000546463	0,061866005	0,002216207	0,069825318
218	2020	0,026407791	0,007768349	0,067430042	0,002991915	0,074050084
218	2021	0,027070958	0,014331688	0,065141601	0,003724116	0,074867092
219	2017	0,030144495	0,014013936	0,060778296	0,005253111	0,083029086
219	2018	0,018807055	0,014046088	0,064133855	0,006888378	0,083485746
219	2019	0,015703487	0,014772893	0,071720611	0,008444502	0,083971642
219	2020	0,018742438	0,014402356	0,078537092	0,009822172	0,099026673
219	2021	0,025581817	0,022102123	0,079489195	0,010265992	0,105136199
220	2017	0,022098338	0,017775408	0,084399334	0,009374323	0,110420754
220	2018	0,022163732	0,015081765	0,088942323	0,008532256	0,108876924
220	2019	0,007083619	0,011608023	0,087742043	0,007745476	0,094833418
220	2020	0,006318002	0,00995748	0,087834909	0,007013274	0,089423356
220	2021	0,004972721	0,012705572	0,094982318	0,00548428	0,061081053
221	2017	0,007347073	0,012140363	0,08808306	0,003849012	0,068119444
221	2018	0,006823356	0,011803163	0,081901884	0,002292888	0,053657057
221	2019	0,000279916	0,012052121	0,091165709	0,000915219	0,040055649
221	2020	-0,0095859	0,004028947	0,101348537	-1,65762E-17	0,02460604
221	2021	-0,010382203	0,000833841	0,1079299	-1,65762E-17	0,019575363
222	2017	-0,003717605	-0,003750401	0,102841893	0,000114873	0,041444792
222	2018	-0,00210855	-0,008085533	0,111604441	0,00020269	0,036376962
222	2019	0,005220765	-0,013193344	0,128727308	0,000261267	0,040009433
222	2020	0,006557642	-0,015639075	0,132408874	0,000301994	0,042864698
222	2021	0,004035134	-0,015305248	0,147397781	0,000325239	0,038170358
