ID	Year	PP(Y)	TC(X1)	II(X2)	ATB(X3)	ML(Z)
64	2018	0,027835972	0,019216639	0,125941477	0,000945672	0,075007752
64	2019	0,020871211	0,025172586	0,126045035	0,000697651	0,094697892
64	2020	0,01799328	0,033854661	0,126244029	0,000279275	0,114022147
64	2021	0,015264645	0,034536624	0,130085746	0,00023944	0,121176746
65	2017	0,006925071	0,037391649	0,114313748	0,002539422	0,116062822
65	2018	0,003655604	0,040716599	0,102363752	0,003821515	0,116793379
65	2019	-0,000901676	0,035077734	0,087056927	0,009401442	0,093850713
65	2020	-0,003345509	0,031923405	0,074530243	0,015199391	0,100466039
65	2021	-0,009542999	0,029594542	0,05427771	0,022531428	0,076209552
66	2017	-0,009868618	0,026308153	0,047495268	0,0240337	0,074618948
66	2018	-0,005383493	0,02213839	0,053717021	0,025229571	0,060329431
66	2019	0,002479962	0,015633862	0,063601575	0,025985278	0,049162922
66	2020	0,010885604	0,020018508	0,04686119	0,026611168	0,037056973
66	2021	0,014860822	0,022385158	0,052046125	0,024908612	0,05818337
67	2017	0,028043901	0,019034843	0,057289453	0,023925272	0,069987726
67	2018	0,034720004	0,009301771	0,069986915	0,018619223	0,081903379
67	2019	0,053056569	0,005135745	0,082685638	0,012905491	0,081123636
67	2020	0,061549567	0,00301515	0,096681689	0,005657192	0,090048829
67	2021	0,065322101	-0,000673803	0,096438454	0,004177953	0,087042173
68	2017	0,067043642	-0,00355983	0,090274949	0,008354137	0,084849734
68	2018	0,066802033	-0,005860843	0,080519867	0,012718023	0,080372179
68	2019	0,07262246	-0,006800736	0,080303945	0,017127139	0,085151238
68	2020	0,078331215	-0,007981257	0,081189623	0,021362993	0,067377724
68	2021	0,068538967	-0,004447126	0,080508084	0,025381639	0,058065163
69	2017	0,072523036	0,000579804	0,078945143	0,025067101	0,04057999
69	2018	0,059294949	0,000502499	0,077333281	0,024873305	0,028859726
69	2019	0,064149099	0,000871718	0,076435902	0,024789566	0,019317295
69	2020	0,064212026	0,001390741	0,067167267	0,024766534	0,006212543
69	2021	0,061827596	0,008515146	0,080122734	0,019394479	0,010319098
70	2017	0,057573684	0,006357496	0,088300641	0,014645984	0,002924819
70	2018	0,053205411	0,00251048	0,100759579	0,009948942	0,019966925
70	2019	0,047680549	-0,00169551	0,115371272	0,005498749	0,038168678
70	2020	0,053694353	0,002129048	0,128923799	0,001674163	0,044345152
70	2021	0,049684012	0,005883337	0,137799997	0,002259842	0,053682928
71	2017	0,049430723	0,011036537	0,132484168	0,011419078	0,065744971
71	2018	0,044946358	0,014824127	0,123144639	0,017141969	0,077584967
71	2019	0,038539148	0,01820599	0,120661334	0,022238804	0,094482168
71	2020	0,039168212	0,009237763	0,105173718	0,027185624	0,091074672
71	2021	0,036652138	0,015065949	0,097317741	0,031092636	0,105593741
72	2017	0,034383274	0,01741681	0,084308135	0,030804859	0,078337408
72	2018	0,051107375	0,019495708	0,069141186	0,030592219	0,061091662
72	2019	0,045177391	0,014275559	0,055863866	0,030331779	0,063606186
72	2020	0,043498348	0,012851526	0,040666703	0,029953562	0,071705396
72	2021	0,056849714	0,009426648	0,039965326	0,020979686	0,054266761
73	2017	0,050262904	0,011450569	0,043331794	0,021144524	0,042562494
73	2018	0,050120217	0,018990236	0,046472965	0,02142293	0,036233005
73	2019	0,050488485	0,01829643	0,051118364	0,021508163	0,038221854
73	2020	0,047001286	0,022637374	0,050943915	0,018817631	0,020382465
73	2021	0,042245803	0,031261361	0,05113876	0,020174283	0,026027927
74	2017	0,021286077	0,036575767	0,060293043	0,019989112	0,025355776
74	2018	0,023866684	0,042597671	0,060689039	0,019698154	0,026503456
74	2019	0,027729371	0,051346702	0,075420207	0,019474799	0,010605497
74	2020	0,016370127	0,058837705	0,083010579	0,019832744	0,004858164
74	2021	0,017305696	0,05545358	0,091910315	0,014310335	0,022826795
75	2017	0,016530916	0,043970426	0,10522989	0,019858888	0,009418699
75	2018	0,011274441	0,044271058	0,110016979	0,030242315	0,001778056
75	2019	0,006016293	0,033512275	0,126269688	0,041507481	0,007489723
75	2020	0,004248634	0,033042035	0,133871453	0,050540154	0,011490538
75	2021	0,006690953	0,034569788	0,131914071	0,058815945	0,011187167
76	2017	0,025589063	0,027015604	0,131924257	0,059181027	0,008936165
76	2018	0,021322188	0,01606391	0,117369602	0,059535447	0,003396541
76	2019	0,040493013	0,018696352	0,109150075	0,076342271	0,012742441
76	2020	0,062329647	0,027237858	0,09785346	0,093647309	0,001713884
76	2021	0,062842843	0,032505194	0,090489577	0,10098444	0,015387863
77	2017	0,087520531	0,032881293	0,084864913	0,093013181	0,015783367
77	2018	0,102690689	0,032898779	0,068010621	0,087886641	0,015272417
77	2019	0,122170805	0,022364429	0,060349364	0,08921986	0,013136385
77	2020	0,120549358	0,013911576	0,052022446	0,090913824	0,009851736
77	2021	0,094789905	0,013936698	0,056855135	0,099145957	0,001185174
78	2017	0,093407544	0,01641118	0,0572244	0,098791537	0,021971496
78	2018	0,070395149	0,006715026	0,068289073	0,081441409	0,02490113
78	2019	0,045912698	-0,002279035	0,083598578	0,063771052	0,041797384
78	2020	0,043730928	-0,00550918	0,077052982	0,045510126	0,032867894
